1,07:46,15:57,07:21,16:42,06:29,17:31,06:22,19:21,05:23,20:07,04:43,20:49,04:44,21:00,05:19,20:30,06:04,19:31,06:49,18:25,06:39,16:24,07:25,15:49
2,07:46,15:58,07:20,16:44,06:27,17:33,06:20,19:22,05:21,20:09,04:43,20:50,04:45,21:00,05:20,20:28,06:06,19:29,06:51,18:23,06:41,16:22,07:27,15:49
3,07:46,15:59,07:18,16:45,06:25,17:34,06:18,19:24,05:19,20:10,04:42,20:50,04:45,20:59,05:22,20:26,06:07,19:27,06:52,18:21,06:42,16:21,07:28,15:48
4,07:46,16:00,07:17,16:47,06:23,17:36,06:16,19:25,05:17,20:12,04:41,20:51,04:46,20:59,05:23,20:25,06:09,19:24,06:54,18:19,06:44,16:19,07:29,15:48
5,07:45,16:01,07:15,16:49,06:21,17:38,06:14,19:27,05:16,20:13,04:41,20:52,04:47,20:58,05:25,20:23,06:10,19:22,06:55,18:17,06:46,16:17,07:30,15:47
6,07:45,16:02,07:13,16:50,06:19,17:39,06:12,19:28,05:14,20:15,04:40,20:53,04:48,20:58,05:26,20:21,06:12,19:20,06:57,18:15,06:47,16:16,07:32,15:47
7,07:45,16:04,07:12,16:52,06:16,17:41,06:10,19:30,05:12,20:16,04:40,20:54,04:49,20:57,05:27,20:20,06:13,19:18,06:58,18:12,06:49,16:14,07:33,15:47
8,07:44,16:05,07:10,16:54,06:14,17:43,06:07,19:32,05:11,20:18,04:40,20:55,04:50,20:57,05:29,20:18,06:15,19:16,07:00,18:10,06:51,16:13,07:34,15:47
9,07:44,16:06,07:09,16:56,06:12,17:44,06:05,19:33,05:09,20:19,04:39,20:55,04:51,20:56,05:30,20:16,06:16,19:14,07:02,18:08,06:52,16:11,07:35,15:46
10,07:43,16:07,07:07,16:57,06:10,17:46,06:03,19:35,05:08,20:21,04:39,20:56,04:51,20:55,05:32,20:14,06:18,19:11,07:03,18:06,06:54,16:10,07:36,15:46
11,07:43,16:09,07:05,16:59,06:08,17:47,06:01,19:36,05:06,20:22,04:39,20:57,04:53,20:55,05:33,20:13,06:19,19:09,07:05,18:04,06:55,16:09,07:37,15:46
12,07:42,16:10,07:03,17:01,06:06,17:49,05:59,19:38,05:05,20:24,04:39,20:57,04:54,20:54,05:35,20:11,06:21,19:07,07:06,18:02,06:57,16:07,07:38,15:46
13,07:42,16:12,07:02,17:02,06:04,17:51,05:57,19:39,05:03,20:25,04:38,20:58,04:55,20:53,05:36,20:09,06:22,19:05,07:08,18:00,06:59,16:06,07:38,15:46
14,07:41,16:13,07:00,17:04,06:01,17:52,05:55,19:41,05:02,20:26,04:38,20:58,04:56,20:52,05:38,20:07,06:24,19:03,07:10,17:58,07:00,16:05,07:39,15:47
15,07:40,16:14,06:58,17:06,05:59,17:54,05:53,19:42,05:01,20:28,04:38,20:59,04:57,20:51,05:39,20:05,06:25,19:00,07:11,17:56,07:02,16:03,07:40,15:47
16,07:39,16:16,06:56,17:08,05:57,17:55,05:51,19:44,04:59,20:29,04:38,20:59,04:58,20:50,05:41,20:03,06:27,18:58,07:13,17:54,07:04,16:02,07:41,15:47
17,07:38,16:17,06:54,17:09,05:55,17:57,05:49,19:46,04:58,20:31,04:38,21:00,04:59,20:49,05:42,20:01,06:28,18:56,07:14,17:52,07:05,16:01,07:42,15:47
18,07:38,16:19,06:53,17:11,05:53,17:59,05:47,19:47,04:57,20:32,04:38,21:00,05:00,20:48,05:44,20:00,06:30,18:54,07:16,17:50,07:07,16:00,07:42,15:48
19,07:37,16:20,06:51,17:13,05:51,18:00,05:45,19:49,04:56,20:33,04:39,21:00,05:02,20:47,05:45,19:58,06:31,18:52,07:18,17:48,07:08,15:59,07:43,15:48
20,07:36,16:22,06:49,17:14,05:48,18:02,05:43,19:50,04:54,20:35,04:39,21:01,05:03,20:46,05:47,19:56,06:33,18:49,07:19,17:46,07:10,15:58,07:43,15:48
21,07:35,16:24,06:47,17:16,05:46,18:03,05:41,19:52,04:53,20:36,04:39,21:01,05:04,20:45,05:48,19:54,06:34,18:47,07:21,17:44,07:11,15:57,07:44,15:49
22,07:34,16:25,06:45,17:18,05:44,18:05,05:39,19:53,04:52,20:37,04:39,21:01,05:05,20:43,05:50,19:52,06:36,18:45,07:22,17:42,07:13,15:56,07:44,15:50
23,07:33,16:27,06:43,17:19,05:42,18:07,05:37,19:55,04:51,20:38,04:40,21:01,05:07,20:42,05:51,19:50,06:37,18:43,07:24,17:40,07:14,15:55,07:45,15:50
24,07:31,16:28,06:41,17:21,05:40,18:08,05:35,19:56,04:50,20:40,04:40,21:01,05:08,20:41,05:53,19:48,06:39,18:41,07:26,17:38,07:16,15:54,07:45,15:51
25,07:30,16:30,06:39,17:23,05:37,18:10,05:33,19:58,04:49,20:41,04:40,21:01,05:09,20:40,05:54,19:45,06:40,18:38,06:27,16:36,07:17,15:53,07:45,15:51
26,07:29,16:32,06:37,17:24,05:35,18:11,05:32,20:00,04:48,20:42,04:41,21:01,05:11,20:38,05:55,19:43,06:42,18:36,06:29,16:35,07:19,15:52,07:46,15:52
27,07:28,16:33,06:35,17:26,05:33,18:13,05:30,20:01,04:47,20:43,04:41,21:01,05:12,20:37,05:57,19:41,06:43,18:34,06:31,16:33,07:20,15:52,07:46,15:53
28,07:27,16:35,06:33,17:28,05:31,18:14,05:28,20:03,04:46,20:44,04:42,21:01,05:13,20:36,05:58,19:39,06:45,18:32,06:32,16:31,07:21,15:51,07:46,15:54
29,07:25,16:37,06:31,17:29,06:29,19:16,05:26,20:04,04:45,20:45,04:43,21:01,05:15,20:34,06:00,19:37,06:46,18:30,06:34,16:29,07:23,15:50,07:46,15:55
30,07:24,16:38,,,06:27,19:17,05:24,20:06,04:45,20:47,04:43,21:00,05:16,20:33,06:01,19:35,06:48,18:27,06:36,16:27,07:24,15:50,07:46,15:56
31,07:22,16:40,,,06:25,19:19,,,04:44,20:48,,,05:17,20:31,06:03,19:33,,,06:37,16:26,,,07:46,15:57
